name,description,address,county,country,email,phone,website,other_categories,contact_name,contact_title,contact_email,contact_phone,year_incorporated,tax_status,accreditation,licenses,transportation_details,tax_form_990_link,annual_report_link,united_way_211_link
Taiwanese Association of America of Greater St. Louis (TAA-STL),"TAA-STL's mission is to preserve Taiwanese American heritage, to advance the interest in and the understanding of Taiwanese culture and society, and to contribute to the cultural diversity in America, cultivating fellowship and harmony between and among the citizenry of the community.
","","",,president@taa-stl.org,314.488.5150,https://www.facebook.com/Taiwanese-Association-of-America-in-St-Louis-477393465659809/,,"","","","",,"","","","","","",""
Taiwanese Presbyterian Church of Greater St. Louis (STL TPC),"This is a multicultural church. The participants of the church come from different ethnic backgrounds and use various primary languages, including Taiwanese, English, and Mandarin. The church is aware of the unique needs of all participants with various backgrounds and intends to provide ministry to them inclusively and equally.","542 Ries Rd, Ballwin, MO 63021","",,"",636.256.7022,http://stltpc.org/,,"","","","",,"","","","","","",""
Tango St. Louis,Tango St. Louis is dedicated to the growth of Argentine Tango in the greater St. Louis and surrounding area.,"335 Leffingwell Ave, Kirkwood, MO 63122","",,"",314.303.0484,http://www.tangostlouis.com/,,"","","","",,"","","","","","",""
The BALSA Foundation,"The BALSA Foundation’s mission is to promote social equity and prosperity in the St. Louis region by empowering first-time entrepreneurs to start and grow their businesses. They fulfill this mission by maintaining an online, step-by-step guide to starting a business, providing free feedback from experts to anyone with a business idea, providing cash grants, mentorship, and donations of professional services to first time entrepreneurs who need and will benefit from them the most.","4240 Duncan Ave Suite 110 Room 101, Saint Louis, MO 63110","",,"","",http://www.balsafoundation.org/,,"","","","",,"","","","","","",""
The Metropolitan St. Patrick's Day Parade in St. Louis,"The committee’s mission is to bring the St. Louis area a celebration of Irish involvement in the American experience. Promoting the Irish Heritage, for the benefit of those in need within the St. Louis community. Through a volunteer pool of men and women from a broad spectrum of St. Louis backgrounds, who possess the desire to better the environment around them by extending their resources of talent and financial support.","3928 Delor St, Saint Louis, MO 63116","",,information@irishparade.org,314.241.7287,https://irishparade.org/,,"","","","",,"","","","","","",""
The Migrant and Immigrant Community Action (MICA) Project,"Provides Know Your Rights Presentations and Power of Attorney Workshops, as well as legal immigration services.","1600 S Kingshighway Blvd Suite 2N, Saint Louis, MO 63110","",,info@mica-project.org,314.995.6995,http://www.mica-project.org/,,"","","","",,"","","","","","",""
The St. Louis American,The St. Louis American covers stories from an African-American perspective and writes a yearly edition on diversity in St. Louis.,"2315 Pine St,-, Saint Louis, MO 63103","",,webmaster@stlamerican.com,314.533.8000,http://www.stlamerican.com,,"","","","",,"","","","","","",""
Turkish American Society of Missouri,Turkish American Society of Missouri's (TASOM) goal is to assume role of liaison between the Turkish community and other communities living St. Louis area and Missouri at large. ,"664 Lemay Ferry Rd, Saint Louis, MO 63125","",,yucelaktas@tasom.org,404.918.5242,http://tasom.org/,,"","","","",,"","","","","","",""
Tzu Chi USA St. Louis Service Center,"Achieving wellbeing is the essence of human existence, but a variety of obstacles can hinder the goal and cause misery. Tzu Chi is an international humanitarian organization whose mission is to relieve the suffering of those in need, and create a better world for all.","8515 Olive Blvd, Saint Louis, MO 63132","",,"",314.994.1999,https://www.tzuchi.us/blog/office/st-louis-service-center/,,"","","","",,"","","","","","",""
"U.S. Citizenship and Immigration Services (USCIS), St. Louis","Provides Green Card and citizenship information, including necessary forms.","1222 Spruce St #2.205, Saint Louis, MO 63103","",,"",800.375.5283,http://www.uscis.gov/,,"","","","",,"","","","","","",""
United Way 211,"Find Help. Give Help.
If you need help - for anything from day care to rental assistance to counseling to vocational training - your local 2-1-1 is here. Dial 2-1-1* to speak to a trained professional 24 hours a day, seven days a week. TTY (1-866-385-6525) and multilingual services are also available. If you are using a cell phone dial 800.427.4626. Your phone call is confidental and free.
You can also explore ","","",,"",211,http://www.211helps.org/,,"","","","",,"","","","","","",""
Urban League of Metropolitan St. Louis,"The Urban League of Metropolitan St. Louis, Inc. takes a holistic approach to economic empowerment and self sufficiency. Through community programs in three counties across the bi-state region, it helps its clients to climb out of poverty by helping them to find economic opportunity, providing educational excellence and community empowerment and encouraging civil rights and advocacy.","3701 Grandel Square, Saint Louis, MO 63108","",,communications@urbanleague-stl.org, 314.615.3600,http://www.ulstl.com,,"","","","",,"","","","","","",""
US Department of State,"The United States Department of State's online resource for international travel includes documentation, news alerts, and more.","","",,"","",http://travel.state.gov,,"","","","",,"","","","","","",""
Vedanta Society of St. Louis,Sunday religious services and two weekday evening classes.,"205 S. Skinker Blvd, Saint Louis, MO 63105","",,vedantastl@prodigy.net,314.721.5118,http://www.vedantastl.org,,"","","","",,"","","","","","",""
Venezuelan Association in Missouri,"The objective of the Venezuelan Association in Missouri (AVMO) is to give back to the community and to serve as a means of support for other Venezuelans who have migrated to the United States.  Additionally, the association strives to share Venezuela’s vibrant culture, delicious foods, and love of sports to the people of Missouri, while also providing educational scholarships to students.","PO Box 50221, Saint Louis, MO 63105","",,avmostl@gmail.com,"",http://www.avmo.org,,"","","","",,"","","","","","",""
Vitendo 4 Africa,"To welcome, connect and empower healthier immigrant individuals and families through the provision of supports and services, and by coordinating resources. Programs include Youth Empowerment, Health & Wellness and American Dream.","72200 N Lindbergh Blvd, Hazelwood, MO 63042","",,info@vitendo4africa.org,314.656.1403,http://vitendo4africa.org/,,"","","","",,"","","","","","",""
Viva Brasil Association in St. Louis,The Viva Brasil Association in St Louis is a non-profit 501(c)(3) organization founded in 2012. We bring Brazilian culture to St. Louis by sponsoring cultural events and teaching Portuguese. Our focus is on the family and the passing of our traditions to the younger generation. We are a bridge between the cultures of Brazil and United States.,"P.O.Box 220673, Kirkwood, MO 63122","",,vivabrasilstl@gmail.com,-,http://www.vivabrasilstl.org/,,"","","","",,"","","","","","",""
Vo Luong Quang Vietnam Temple,"","4760 Heege Rd, Saint Louis, MO 63123","",,"",314.351.7639,https://goo.gl/1Kxkw9,,"","","","",,"","","","","","",""
Wat Phrasriratanaram,"The Temple has successfully served the Thai community and the Laotian community of Greater St. Louis, as well as the general public, as a center for studying and practicing Buddhism.
","890 Lindsay Ln, Florissant, MO 63031","",,watthaistl@gmail.com,314.839.3115,http://www.stlthaitemple.org/homepage.html,,"","","","",,"","","","","","",""
Welcome Neighbor STL,"We are a community group supporting immigrants and refugees as they begin a new life in St. Louis. We offer emotional and social support primarily by partnering volunteers with new families. If you are interested in getting involved, join our Welcome Neighbor STL Facebook Group or click to button below to get started in making the difference in the life of a refugee family living right here in St. Louis. ","","",,"","",http://welcomeneighborstl.com,,"","","","",,"","","","","","",""
WEW 770 AM,"WEW 770 AM is a radio station that has multicultural programming, including the Voice of West Bosnia, The Croatian Hour, The Joe Tucci Italian Music Hour, German Talk Radio, Polka Plus, and the Radio Behar Bosnia Show.","2740 Hampton Ave, Saint Louis, MO  63139","",,WEWRadio@aol.com,314.781.9397,http://www.wewradio.com,,"","","","",,"","","","","","",""
World Affairs Council of St. Louis,"Member agency and leading edge organization to interest, educate, and encourage involvement of regional citizens in global matters; oldest and largest non-profit in the country advocating citizen diplomacy.","812 Olive Street  Suite 110, Saint Louis, MO 63101","",,EHatfield@wac-stl.org,314.727.9988,http://wacstl.org/,,"","","","",,"","","","","","",""
World Trade Center St. Louis,"World Trade Center St. Louis facilitates international business growth and enhances global competitiveness throughout the St. Louis region, Missouri and Southwest Illinois.","120 South Central Ave  Suite 1200, Saint Louis, MO 63105","",,info@worldtradecenter-stl.com,314.615.8141,http://www.worldtradecenter-stl.com,,"","","","",,"","","","","","",""
Youth in Need,"Youth In Need is a nonprofit child and family services agency that is dedicated to building positive futures for the community’s most vulnerable children, teens and families. 

Services include: 
Early Head Start and Head Start
Counseling
Project Safe Place
Street Outreach Program
Emergency Shelter
Transitional Living Program
Teen Parent Program
Foster Care & Adoption"," 1815 Boone's Lick Rd, St. Charles, MO 63301","",,"",636.946.5600,http://www.youthinneed.org/,,"","","","",,"","","","","","",""
International Institute Center for Career Advancement,"The programs of the IICCA are organized to assist international professionals with university degrees from abroad get back into their previous professions.  Launched in 2016, IICCA features soft skills training classes for professionals in job search mode and recertification supportive services. Mentoring opportunities and community engagement are available.","3401 Arsenal St., St. Louis, MO 63118","",,info@iistl.org,314.773.9090,http://www.iistl.org/employment.html,,"","","","",,"","","","","","",""
Missouri Office of Refugee Administration,"MO-ORA is not a service provider; instead it serves as the office of the Missouri Refugee Coordinator, a division of the International Institute of St. Louis. MO-ORA oversees federal funding for refugee services throughout the State of Missouri utilizing Office of Refugee Resettlement/DHHS funded social services, refugee health screening, services to older refugees and school impact funding as well as time-limited cash assistance and group medical insurance for qualified refugees. ","3401 Arsenal St., St. Louis, MO 63118","",,info@iistl.org,314.773.9090,"",,Paul Costigan,Missouri Refugee Coordinator,costiganp@iistl.org,314.773.9090 ext. 162,,"","","","","","",""
International Institute's Festival of Nations,"The St. Louis Region's largest annual multicultural festival, drawing 150,000 visitors from more than 100 zip codes to explore the many cultural heritages of St. Louisans through dance, music, food, crafts and fun. Features long time cultures including Cajun and Gospel music and Missouri clogging along with more recent cultures, including Nepalese, Somali, Afghan, and Bosnian.","3401 Arsenal St., St. Louis, MO 63118","",,info@iistl.org,314.773.9090,http://www.festivalofnationsstl.org/,,"","","","",1992,"","","",The festival is located on major bus routes and accessible from the Grand Metrolink station.,"","",""
test,"","","",,"","","",,"","","","",,"","","","","","",""
